,company_brand,founded,headquarter,sector,what_it_does,founders,investor,amount,stage,year_funded
2205,Peppermint,2019,Pune,Industrial & Manufacturing,Intelligent Housekeeping Robots for public and working spaces,"Runal Dahiwade, Miraj C Vora","Venture Catalysts, Indian Angel Network",600000.0,Early Traction,2021-01-01
2206,moneyHOP,2018,London,Finance sector,moneyHOP is India’s first cross-border neo bank.,Mayank Goyal,Inflection Point Ventures,1200000.0,Validation,2021-01-01
2207,Codingal,2020,Bengaluru,Education & Training,Codingal is on a mission to inspire school kids to fall in love with coding. Backed by Y Combinator!,"Vivek Prakash, Satyam Baranwal",Inflection Point Ventures,1200000.0,Validation,2021-01-01
2208,Skit,2016,Bengaluru,Technology sector,Enabling enterprises to automate their contact centre operations using Voice AI.,"Sourabh Gupta, Akshay Deshraj",Westbridge Capital,23000000.0,Scaling,2021-01-01
2209,Peak,2014,Manchester,Consumer Services,Peak helps the world's smartest companies put the power of AI at the center of all commercial decision making with Decision Intelligence,Atul Sharma,SoftBank Vision Fund 2,75000000.0,Scaling,2021-01-01
2210,REVOS,2017,Bengaluru,Logistics & Transportation,REVOS is a smart mobility platform that empowers all 2 and 3 wheeler vehicles through AI-integrated IoT  solutions,"Mohit Yadav, Jyotrian Jan Harichandran",Inflection Point Ventures,4000000.0,Early Traction,2021-01-01
2211,Dezerv.,2021,Mumbai,Finance sector,"Integrated Portfolios designed by experts with decades of investing, Unique access to pre-IPO and startup investing","Sandeep Jethwani, Vaibhav Porwal, Sahil Contractor","Elevation Capital, Matrix Partners India",7000000.0,Validation,2021-01-01
2212,AppsForBharat,2020,Bengaluru,Product studio,"A mission to assist a billion Indians in their spiritual journey, through a range of products & services",Prashant Sachan,Elevation Capital,10000000.0,Early Traction,2021-01-01
2213,Habbit,2020,Bengaluru,Education & Training,Habbit is online learning community for anyone looking to get mentored in a skill or hobby of their choice.,"Somnath Sandeep, Raghav Goyal",Ashok Goyal,320000.0,Ideation,2021-01-01
2214,Bikayi,2019,Hyderabad,Retail & E-commerce,Empowering SMBs in India,"Sonakshi Nathani, Ashutosh Singla",Sequoia Capital India,10000000.0,Early Traction,2021-01-01
2215,Sugar.fit,2021,Bengaluru,Health care,"Innovative technology, compassionate diabetes experts and personalised plans, which will help lead a normal life once more.","Shivtosh Kumar, Madan Somasundaram","Cure.fit, Endiya Partners, Tanglin Venture",10000000.0,Early Traction,2021-01-01
2216,Dukaan,2020,Bengaluru,Retail & E-commerce,"Help forward thinking entrepreneurs by providing them the platform to start, grow, and manage their business online.","Suumit Shah, Subhash Choudhary","HOF Capital, Old Well Ventures, LetsVenture, 9Unicorns",11000000.0,Early Traction,2021-01-01
2217,Vidyakul,2017,Gurgaon,Education & Training,Vidyakul is a group of academic experts.,"Tarun Saini, Gaurav Singhvi",We Founder Circle,500000.0,Scaling,2021-01-01
2218,Goodmylk,2015,Bengaluru,Food & Beverage,Make plant-based food affordable and accessible in India.,Abhay Rangan,"Jinisha Sharma, Aditya Agarwal, Victoria, Abhishek Shroff",1000000.0,Validation,2021-01-01
2219,Fieldproxy,2016,Tamil Nadu,Technology sector,Fieldproxy is a no-code platform that helps field servicing companies digitize their processes to better manage their on-ground technicians,"Swaroop Vijayakumar, Balakrishna B","LetsVenture, 2am VC, magic.fund",200000.0,Validation,2021-01-01
2220,NeuroPixel.AI,2020,Bengaluru,Technology sector,NeuroPixel.AI Labs is a deep tech start-up that works in application of advanced AI/ML and statistical learning theory in Computer Vision and Image Processing area for online retail storefronts.,"Ashneer Grover, Shashvat Nakrani","Arvind Venugopal Nair, Amritendu Mukherjee",800000.0,Validation,2021-01-01
2221,Elixia Tech Solutions,2011,Mumbai,Consumer Services,End to End Logistics Automation Expert,Sanket Sheth,Rajasthan Venture Capital Fund,1000000.0,Early Traction,2021-01-01
2222,bitsCrunch,2020,Tamil Nadu,Technology sector,A consulting firm focused mainly on Data Analytics and DevOps.,Saravanan Jaichandaran,"Covalent, Double Peak, GenBlock Capital, Ledger Prime, MEXC Global, Synaps",700000.0,Validation,2021-01-01
2223,Prolgae,2016,The Nilgiris,Health care,Prolgae Spirulina Supplies Pvt. Ltd. is a Nordic-India joint operating company.,Aakas Sadasivam,Vijayan,200000.0,Validation,2021-01-01
2224,Biddano,2016,Pune,Health care,India's first tech-enabled healthcare logistics platform.,"Talha Shaikh, Ashok Yadav","Gokul Rajaram, JPIN, Venture Catalysts UK, AngelList",2000000.0,Early Traction,2021-01-01
2225,Geniemode,2021,Gurgaon,Technology sector,"Transforming global sourcing for retailers & suppliers in furniture, hard goods & fashion industry using technology.","Amit Sharma, Tanuj Gangwani",Info Edge Ventures,2000000.0,Early Traction,2021-01-01
2226,Sapio Analytics,2019,Mumbai,Technology sector,Sapio helps government create policies driven by the power of data and AI.,"Hardik Somani, Ashwin Srivastava, Shripal Jain, Viral Vora","Rachit Poddar, Rajesh Gupta",3500000.0,Early Traction,2021-01-01
2227,Neokred,2019,Bengaluru,Finance sector,Democratizing Open Banking,"Tarun Nazare, Rohith Reji","Virenxia Group, Rajesh Jain, Nitin Agarwal",500000.0,Validation,2021-01-01
2228,Delhivery,2011,Gurgaon,Logistics & Transportation,Delhivery is a leading logistics and supply chain services company in India.,Sahil Barua,Addition,76000000.0,Scaling,2021-01-01
2229,Flipspaces,2011,Mumbai,Design,"Flipspaces is a global tech-enabled venture towards discovery, design and delivery of commercial and residential spaces",Kunal Sharma,Prashasta Seth,2000000.0,Scaling,2021-01-01
2230,Fleek,2021,Bengaluru,Technology sector,Fleek helps track & manage subscriptions in one place.,"Aditya Uttaravalli, Arvind Eashwar",Axilor,1000000.0,Validation,2021-01-01
2231,GoKwik,2020,Delhi,Consumer Services,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,"Ankush Talwar, Chirag Taneja, Vivek Bajpai","Matrix Partners India, Jitendra Gupta, RTP Global",5000000.0,Early Traction,2021-01-01
2232,Proeon,2018,Pune,Food & Beverage,"Innovating plant protein ingredients with superior nutrition, sensory and functional profiles from farm to formulation.","Ashish Korde, Kevin Parekh","Shaival Desai, Flowstate Ventures",2000000.0,Validation,2021-01-01
2233,InfyU Labs,2019,Gandhinagar,Agriculture & Environment,InfyU Labs is a team of dedicated professionals from various fields of engineering with a common goal of making chemical-free fruits and vegetables accessible to everyone.,"Amit Srivastava, Ankit Chauhan",IAN,200000.0,Validation,2021-01-01
2234,TechEagle,2015,Gurgaon,Industrial & Manufacturing,"Safe, secure & reliable On-Demand Drone delivery network for medical, parcel & essential items",Vikram Singh Meena,India Accelerator,500000.0,Validation,2021-01-01
2235,Voxelgrids,2017,Bengaluru,Technology sector,"Voxelgrids is an Magnetic Resonance Imaging technology startup that is based out of Bengaluru, Karnataka, India.",Arjun Arunachalam,Zoho,5000000.0,Early Traction,2021-01-01
2236,Cogos Technologies,2016,Bengaluru,Logistics & Transportation,A smart-tech-enabled platform offering a one-stop destination for all the intra-city link-supply chain.,Prasad Sreeram,Transworld Group,2000000.0,Early Traction,2021-01-01
2237,Gigforce,2019,Gurgaon,Consumer Services,A gig/on-demand staffing company.,"Chirag Mittal, Anirudh Syal",Endiya Partners,3000000.0,Early Traction,2021-01-01
2238,Vahdam,2015,Delhi,Food & Beverage,VAHDAM is among the world’s first vertically integrated online-first tea brands.,Bala Sarda,IIFL AMC,20000000.0,Scaling,2021-01-01
2239,Leap Finance,2019,Bengaluru,Finance sector,International education loans for high potential students.,"Arnav Kumar, Vaibhav Singh",Owl Ventures,55000000.0,Scaling,2021-01-01
2240,CollegeDekho,2015,Gurgaon,Education & Training,"Collegedekho.com is Student’s Partner, Friend & Confidante, To Help Him Take a Decision and Move On to His Career Goals.",Ruchir Arora,"Winter Capital, ETS, Man Capital",26000000.0,Scaling,2021-01-01
2241,WeRize,2019,Bengaluru,Finance sector,India’s first socially distributed full stack financial services platform for small town India,"Vishal Chopra, Himanshu Gupta","3one4 Capital, Kalaari Capital",8000000.0,Early Traction,2021-01-01
2242,TheCollegeFever,0,Bengaluru,Media & Entertainment,"TheCollegeFever is a hub for fun, fiesta and frolic of Colleges.",Unknown,Unknown,250000.0,Validation,2018-01-01
2243,Happy Cow Dairy,0,Mumbai,Agriculture & Environment,A startup which aggregates milk from dairy farmers in rural Maharashtra.,Unknown,Unknown,1600000.0,Validation,2018-01-01
2244,MyLoanCare,0,Gurgaon,Technology sector,Leading Online Loans Marketplace in India,Unknown,Unknown,1600000.0,Early Traction,2018-01-01
2245,PayMe India,0,Uttar Pradesh,Finance sector,PayMe India is an innovative FinTech organization which offers short term financial suport to corporate employees.,Unknown,Unknown,2000000.0,Validation,2018-01-01
2246,Eunimart,0,Hyderabad,Retail & E-commerce,Eunimart is a one stop solution for merchants to create a difference by selling globally.,Unknown,Unknown,1600000.0,Validation,2018-01-01
2247,Hasura,0,Bengaluru,Real Estate & Construction,"Hasura is a platform that allows developers to build, deploy, and host cloud-native applications quickly.",Unknown,Unknown,1600000.0,Validation,2018-01-01
2248,Tripshelf,0,Delhi,Technology sector,Tripshelf is an online market place for holiday packages.,Unknown,Unknown,1600000.0,Validation,2018-01-01
2249,Hyperdata.IO,0,Hyderabad,Technology sector,Hyperdata combines advanced machine learning with human intelligence.,Unknown,Unknown,1600000.0,Validation,2018-01-01
2250,Freightwalla,0,Mumbai,Consumer Services,Freightwalla is an international forwarder thats helps you manage supply chain by providing online tools including instant quotations.,Unknown,Unknown,1600000.0,Validation,2018-01-01
2251,Microchip Payments,0,Bengaluru,Mobile Payments,Microchip payments is a mobile-based payment application and point-of-sale device,Unknown,Unknown,1600000.0,Validation,2018-01-01
2252,BizCrum Infotech Pvt. Ltd.,0,Delhi,Technology sector,Building Transactionary B2B Marketplaces,Unknown,Unknown,1600000.0,Validation,2018-01-01
2253,Emojifi,0,Bengaluru,Technology sector,"Emojifi is an app that provides live emoji, stickers & GIFs suggestions based on the typed words across chat platforms.",Unknown,Unknown,1600000.0,Validation,2018-01-01
2254,Flock,0,India,Apps,Flock is a real-time messaging and collaboration app for teams that speeds up and simplifies communication and boosts productivity.,Unknown,Unknown,1600000.0,Validation,2018-01-01
2255,Freshboxx,0,Hubli,Food & Beverage,"Freshboxx is incubated at Sandbox Startups, a unit of the Deshpande Foundation.",Unknown,Unknown,1600000.0,Validation,2018-01-01
2256,Wide Mobility Mechatronics,0,Bengaluru,Industrial & Manufacturing,Wide Mobility Mechatronics is a Private Company limited by Shares,Unknown,Unknown,1600000.0,Validation,2018-01-01
2257,Pitstop,0,Bengaluru,Logistics & Transportation,Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,Unknown,Unknown,1600000.0,Validation,2018-01-01
2258,Mihuru,0,Mumbai,Finance sector,Mihuru is an online platform which gives micro loans for air travel .,Unknown,Unknown,150000.0,Validation,2018-01-01
2259,Fyle,0,Bengaluru,Finance sector,Fyle is an intelligent expense management platform for enterprises.,Unknown,Unknown,1100000.0,Validation,2018-01-01
2260,AppWharf,0,Delhi,Technology sector,Appwharf is an intelligent assistant that helps find you the best-fit SaaS for your business.,Unknown,Unknown,1600000.0,Validation,2018-01-01
2261,Antariksh Waste Ventures Pvt ltd,0,Tamil Nadu,Technology sector,Waste Management for Smart Cities,Unknown,Unknown,1600000.0,Validation,2018-01-01
2262,Cogoport,0,Mumbai,Logistics & Transportation,Cogoport is a platform that provides freight buying industry with spot rates and bidding process for freight buyers.,Unknown,Unknown,6000000.0,Early Traction,2018-01-01
2263,PaisaDukan,0,Mumbai,Finance sector,A P2P lending marketplace platform,Unknown,Unknown,650000.0,Validation,2018-01-01
2264,Sleepy Owl Coffee,0,Delhi,Food & Beverage,"Makers of a signature coffee that's exceptional in taste. It's super easy to brew, requires no equipment & ships to your door.",Unknown,Unknown,1600000.0,Validation,2018-01-01
2265,BlueJack,0,Delhi,Logistics & Transportation,Delhi-based online used vehicles marketplace.,Unknown,Unknown,1600000.0,Validation,2018-01-01
2266,PregBuddy,0,Bengaluru,Technology sector,PregBuddy is a smart connected care platform for expecting mothers.,Unknown,Unknown,1600000.0,Validation,2018-01-01
2267,AgNext Technologies,0,Mohali,Agriculture & Environment,AgNext is an agricultural sensing and solutions company focused on building data-driven solutions for agricultural stakeholders,Unknown,Unknown,1600000.0,Early Traction,2018-01-01
2268,Pando,0,Tamil Nadu,Logistics & Transportation,A startup which digitizes logistics operations for Fortune 500 companies.,Unknown,Unknown,2000000.0,Validation,2018-01-01
2269,Mintifi,0,Mumbai,Finance sector,Online lending startup based in Mumbai.,Unknown,Unknown,2000000.0,Validation,2018-01-01
2270,Carcrew,0,Mumbai,Logistics & Transportation,India's Online Auto Repair Marketplace,Unknown,Unknown,2000000.0,Validation,2018-01-01
2271,NicheAI,0,Hyderabad,Technology sector,Early stage Artificial Intelligence (AI) start up.,Unknown,Unknown,1600000.0,Validation,2018-01-01
2272,Chariot Tech,0,Delhi,Technology sector,Chariot Tech is an Internet of Things (IoT) startup based in New Delhi.,Unknown,Unknown,1600000.0,Validation,2018-01-01
2273,Ideal Insurance Brokers/ 121Policy.com,0,Kolkata,Finance sector,Ideal Insurance Broking is one of the leaders in insurance broking domain.,Unknown,Unknown,1000000.0,Validation,2018-01-01
2274,Loanzen,0,Bengaluru,Finance sector,Loanzen helps small businesses get unsecured working capital loans against their their pending invoices.,Unknown,Unknown,1600000.0,Validation,2018-01-01
2275,Mojro Technologies,0,Bengaluru,Technology sector,Mojro envisions to be the world's largest technology-enabled logistics platform.,Unknown,Unknown,650000.0,Validation,2018-01-01
2276,Elemential,0,Mumbai,Technology sector,"Blockchain Development Platform To Design, Run & Scale Blockchain Networks.",Unknown,Unknown,1000000.0,Validation,2018-01-01
2277,Loadshare,0,Bengaluru,Industrial & Manufacturing,LoadShare is India’s fastest growing logistics company,Unknown,Unknown,5000000.0,Early Traction,2018-01-01
2278,Yumlane,0,Mumbai,Food & Beverage,Food startup Yumlane operated by QwikPik Technology,Unknown,Unknown,4000000.0,Early Traction,2018-01-01
2279,Kriger Campus,0,Delhi,Education & Training,A Education Start Up.,Unknown,Unknown,1600000.0,Validation,2018-01-01
